Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
8160	-2422.316	-2499.671	77.35464	0.8941698	3.883346
8166	-2423.356	-2500.858	77.50213	0.9011895	3.794525
8172	-2424.835	-2501.089	76.25418	0.7765675	4.574248
8178	-2428.549	-2504.093	75.54434	0.7247593	4.999527
8184	-2420.263	-2497.159	76.89587	0.8841466	4.151078
8190	-2429.41	-2504.432	75.0226	0.7518026	5.273552
8196	-2433.73	-2509.16	75.42994	0.6519539	5.10341
8202	-2429.607	-2506.337	76.72931	0.8258403	4.278645
8208	-2435.771	-2513.997	78.22606	1.057081	3.282072
8214	-2438.835	-2514.965	76.1303	0.8333062	4.611922
8220	-2429.854	-2506.012	76.15779	0.6643733	4.69116
8226	-2429.953	-2506.676	76.72227	0.7176051	4.343848
8232	-2434.5	-2511.472	76.97181	0.6698367	4.229639
8238	-2427.37	-2503.921	76.55098	0.6777301	4.462951
8244	-2431.403	-2507.845	76.44207	0.8517115	4.426296
8250	-2432.791	-2509.137	76.34654	0.7067017	4.561621
8256	-2433.306	-2510.654	77.34746	0.9130999	3.876601
8262	-2440.302	-2517.385	77.08305	0.8103967	4.08653
8268	-2430.176	-2506.943	76.7664	0.853802	4.241793
8274	-2440.697	-2518.096	77.39812	0.9437723	3.829875
8280	-2430.805	-2507.638	76.83277	0.9074439	4.173697
8286	-2433.813	-2511.653	77.84085	1.119646	3.471442
8292	-2432.537	-2509.812	77.2742	0.8796186	3.937809
8298	-2435.522	-2512.838	77.31633	0.8120197	3.952386
8304	-2424.808	-2502.063	77.25529	0.8730664	3.952386
8310	-2431.505	-2507.268	75.76297	0.6712897	4.907672
8316	-2432.641	-2508.602	75.96054	0.8000964	4.72558
8322	-2438.587	-2515.505	76.91827	0.6885699	4.249367
8328	-2433.322	-2510.215	76.89248	0.7858519	4.208827
8334	-2433.887	-2510.398	76.51094	0.8662433	4.379249
8340	-2432.824	-2509.269	76.44507	0.7980231	4.454855
8346	-2430.721	-2507.337	76.6154	0.7251213	4.399937
8352	-2433.834	-2510.528	76.69383	0.7959473	4.31564
8358	-2431.043	-2508.093	77.05045	0.9216431	4.041689
8364	-2442.613	-2518.522	75.90842	0.8244015	4.741131
8370	-2437.085	-2513.21	76.12536	0.9306327	4.560076
8376	-2440.878	-2518.078	77.20047	0.9111314	3.961976
8382	-2434.755	-2511.813	77.05785	0.8766324	4.06314
8388	-2435.215	-2511.718	76.50287	0.9252812	4.350471
8394	-2432.652	-2510.223	77.57051	0.8853715	3.764233
8400	-2433.254	-2511.44	78.18583	0.9711405	3.356347
8406	-2435.324	-2512.679	77.35506	0.848202	3.909475
8412	-2430.412	-2507.111	76.69854	0.6827824	4.376912
8418	-2429.908	-2507.841	77.93321	0.7891354	3.6101
8424	-2427.542	-2503.457	75.91513	0.8424577	4.727282
8430	-2432.794	-2508.95	76.15625	0.601342	4.727282
8436	-2437.939	-2513.294	75.35521	0.7221096	5.105945
8442	-2428.393	-2505.569	77.17577	0.8998753	3.982543
8448	-2435.581	-2511.316	75.73506	0.7727249	4.866724
8454	-2430.089	-2506.136	76.04732	0.9067926	4.617245
8460	-2430.77	-2507.096	76.32605	0.669687	4.593901
8466	-2432.613	-2508.439	75.82626	0.7149068	4.848116
8472	-2432.213	-2509.309	77.09641	0.7619944	4.106485
8478	-2431.881	-2507.912	76.03111	0.7104057	4.736268
8484	-2427.53	-2504.043	76.51334	0.7680328	4.433286
8490	-2427.102	-2503.716	76.61398	0.8379666	4.337024
8496	-2429.864	-2505.337	75.47291	0.6613418	5.074381
8502	-2432.18	-2507.975	75.7949	0.9605578	4.728475
8508	-2436.269	-2514.814	78.54455	1.148896	3.038333
8514	-2453.445	-2528.866	75.42135	0.708702	5.076712
8520	-2441.171	-2517.551	76.37992	0.8077571	4.486052
8526	-2435.965	-2512.251	76.28595	0.878176	4.4993
8532	-2438.576	-2515.86	77.2839	0.8030758	3.976064
8538	-2431.726	-2507.787	76.06144	0.7689288	4.68657
8544	-2429.68	-2506.287	76.60692	0.8017855	4.361452
8550	-2424.35	-2501.307	76.95639	0.8404465	4.141517
8556	-2430.726	-2508.476	77.75069	0.955588	3.619421
8562	-2426.822	-2502.899	76.0774	0.7411998	4.693156
8568	-2433.893	-2510.74	76.84711	0.7864249	4.234239
8574	-2431.671	-2508.813	77.14202	0.875182	4.015941
8580	-2430.977	-2507.18	76.20256	0.8249703	4.576057
8586	-2432.078	-2508.3	76.22149	0.7688768	4.596913
8592	-2428.436	-2505.457	77.02066	0.8497769	4.099633
8598	-2428.378	-2505.459	77.08161	0.907876	4.031765
